index,Name,Mass,Amp 44,Area 44,sample,age1,age2,age_end,path_name,path_num,age_lin,age_absolute,d13c,d18o,age_calc,month_int,d18o_dt
146,12 SPL A4 M 66A,0.264,12921.0,157.87,M 66A,,,,M,66,17.517702698114423,1944.3823333333332,-0.9934203284122121,25.79295308502977,1947.489247242206,6,0.12367938919335941
147,12 SPL A4 M 67A,0.3,17546.0,204.586,M 67A,,,17.0,M,67,17.68436936478109,1944.549,-1.0268248188482878,25.787070268813384,1947.6559139088727,8,0.11800137936220167
148,12 SPL A4 M 68A,0.302,15900.0,194.023,M 68A,,,,M,68,17.80936936478109,1944.674,-1.1549107010984505,25.781328522627827,1947.7809139088727,9,0.11243299387623651
149,12 SPL A4 M 69A,0.24,13438.0,156.616,M 69A,,,,M,69,17.93436936478109,1944.799,-0.9753753565036108,25.588898224386913,1947.9059139088727,11,-0.07980701002834323
150,12 SPL A4 M 70A,0.244,13732.0,167.355,M 70A,,,,M,70,18.05936936478109,1944.924,-1.3426443552044274,25.731889354738353,1948.0309139088727,0,0.0633913482979942
151,12 SPL A4 M 71A,0.222,14453.0,171.619,M 71A,1.0,18.0,,M,71,18.18436936478109,1945.049,-1.4557560462023162,25.58608466099417,1948.1559139088727,2,-0.08218918383363771
152,12 SPL A4 M 72A,0.234,13501.0,164.224,M 72A,,,,M,72,18.43436936478109,1945.299,-1.8916877145431963,25.59196943651654,1948.4059139088727,5,-0.07580528417411969
153,12 SPL A4 M 73A,0.24,14197.0,170.843,M 73A,,,18.0,M,73,18.68436936478109,1945.549,-1.7788986725358853,25.71642749156712,1948.6559139088727,8,0.04921962956467851
154,12 SPL A4 M 74A,0.248,13605.0,165.108,M 74A,,,,M,74,18.784369364781092,1945.6490000000001,-1.3515750243011082,25.725713622277386,1948.7559139088726,9,0.058751469424510816
155,12 SPL A4 M 75A,0.25,13202.0,159.082,M 75A,,,,M,75,18.88436936478109,1945.749,-1.3106980581131942,25.869314096789797,1948.8559139088727,10,0.2026084906144412
156,12 SPL A4 M 76A,0.274,15074.0,181.237,M 76A,,,,M,76,18.98436936478109,1945.849,-1.3468089958675382,25.550328306442626,1948.9559139088726,11,-0.11610991552680261
157,12 SPL A4 M 77A,0.274,16296.0,200.575,M 77A,,,,M,77,19.08436936478109,1945.949,-1.681326036168883,25.550390024581123,1949.0559139088728,1,-0.11576997565442682
158,12 SPL A4 M 78A,0.268,14672.0,172.145,M 78A,1.0,19.0,,M,78,19.18436936478109,1946.049,-1.4583734589919832,25.426447267004274,1949.1559139088727,2,-0.23942367396898945
159,12 SPL A4 M 79A,0.246,15964.0,194.686,M 79A,,,,M,79,19.284369364781092,1946.1490000000001,-1.1407024091433464,25.461948911777927,1949.2559139088726,3,-0.2036221324055525
160,12 SPL A4 M 80A,0.22,13396.0,156.249,M 80A,,,,M,80,19.38436936478109,1946.249,-1.6318969999820438,25.713812797731723,1949.3559139088727,4,0.04855248786643429
161,12 SPL A4 M 81A,0.252,13556.0,165.618,M 81A,,,,M,81,19.48436936478109,1946.349,-1.5600401154528196,25.80737063811164,1949.4559139088726,5,0.14243190009294793
162,12 SPL A4 M 82A,0.292,17837.0,208.52,M 82A,,,,M,82,19.58436936478109,1946.449,-1.4984752683152653,25.881807611395555,1949.5559139088728,7,0.21720128275141448
163,12 SPL A4 M 83A,0.296,15663.0,190.754,M 83A,,,19.0,M,83,19.68436936478109,1946.549,-1.24467096228312,25.806778927704524,1949.6559139088727,8,0.1425158459628868
164,12 SPL A4 M 84A,0.224,12074.0,140.77,M 84A,,,,M,84,19.85103603144776,1946.7156666666667,-1.289366497992009,25.983248719401328,1949.8225805755394,10,0.31958179922628105
165,12 SPL A4 M 85A,0.238,13410.0,163.562,M 85A,,,,M,85,20.017702698114423,1946.8823333333332,-1.08371221679067,25.89175990614031,1949.989247242206,0,0.2287192517769263
166,12 SPL A4 M 86A,0.228,12554.0,148.184,M 86A,1.0,20.0,,M,86,20.18436936478109,1947.049,-1.1493903579739888,25.86305901243647,1950.1559139088727,2,0.2006747281293606
167,12 SPL A4 M 87A,0.26,13628.0,162.462,M 87A,,,,M,87,20.284369364781092,1947.1490000000001,-1.50183156651672,25.797507491789144,1950.2559139088726,3,0.13553147955316192
168,12 SPL A4 M 88A,0.232,11020.0,135.225,M 88A,,,,M,88,20.38436936478109,1947.249,-1.5743405277923455,25.90686125701053,1950.3559139088727,4,0.2453043543736264
169,12 SPL A4 M 89A,0.244,13176.0,153.761,M 89A,,,,M,89,20.48436936478109,1947.349,-1.8502954610210038,25.868422612567148,1950.4559139088726,5,0.20729565705818587
170,12 SPL A4 M 90A,0.252,11888.0,145.329,M 90A,,,,M,90,20.58436936478109,1947.449,-1.4142771357781387,26.05158343419866,1950.5559139088728,7,0.39089726334513486
171,12 SPL A4 M 91A,0.206,11868.0,138.542,M 91A,,,20.0,M,91,20.68436936478109,1947.549,-1.5500049123234834,25.802707489870176,1950.6559139088727,8,0.14247294120049858
172,12 SPL A4 M 92A,0.216,13200.0,160.79,M 92A,,,,M,92,20.80936936478109,1947.674,-1.2553070978927126,25.724440073387914,1950.7809139088727,9,0.06478529272149913
173,12 SPL A4 M 93A,0.224,13331.0,158.357,M 93A,,,,M,93,20.93436936478109,1947.799,-0.8682313059608029,25.611046219227898,1950.9059139088727,11,-0.04801185979714617
174,12 SPL A4 M 94A,0.228,13985.0,170.056,M 94A,,,,M,94,21.05936936478109,1947.924,-1.4156973376849253,25.497044980212923,1951.0309139088727,0,-0.16139946353309753
175,12 SPL A4 M 95A,0.258,16513.0,198.361,M 95A,1.0,21.0,,M,95,21.18436936478109,1948.049,-1.8409122334624688,24.88162403173926,1951.1559139088727,2,-0.7761898430900835
176,12 SPL A4 M 96A,0.216,13259.0,160.361,M 96A,,,,M,96,21.35103603144776,1948.2156666666667,-1.441778080502167,25.503391172294467,1951.3225805755394,4,-0.15355560276492852
177,12 SPL A4 M 97A,0.246,11914.0,144.763,M 97A,,,,M,97,21.517702698114423,1948.3823333333332,-1.74402308886588,25.68064370673181,1951.489247242206,6,0.024594135686069052
178,12 SPL A4 M 98A,0.26,14795.0,178.043,M 98A,,,21.0,M,98,21.68436936478109,1948.549,-1.6624735817912317,25.756273897359858,1951.6559139088727,8,0.10115163457374976
179,12 SPL A4 M 99A,0.226,12760.0,153.702,M 99A,,,,M,99,21.85103603144776,1948.7156666666667,-1.3314201364158653,25.743298393482075,1951.8225805755394,10,0.08913354319976108
180,12 SPL A4 M 100A,0.224,16719.0,204.567,M 100A,,,,M,100,22.017702698114423,1948.8823333333332,-1.1661551550071492,25.42913445516108,1951.989247242206,0,-0.2240428783728241
181,12 SPL A4 M 101A,0.246,12856.0,151.782,M 101A,1.0,22.0,,M,101,22.18436936478109,1949.049,-1.563567046304826,25.519865017006357,1952.1559139088727,2,-0.13229469553361284
182,12 SPL A4 M 102A,0.216,11583.0,141.779,M 102A,,,,M,102,22.284369364781092,1949.1490000000001,-1.572950982092566,25.593404628149674,1952.2559139088726,3,-0.05813006175693758
183,12 SPL A4 M 103A,0.202,12629.0,149.399,M 103A,,,,M,103,22.38436936478109,1949.249,-1.8384560439924897,25.416695801122852,1952.3559139088727,4,-0.23420302862244924
184,12 SPL A4 M 104A,0.222,16202.0,197.065,M 104A,,,,M,104,22.48436936478109,1949.349,-1.8929892374703814,25.64970332628847,1952.4559139088726,5,-0.0005488057671136914
185,12 SPL A4 M 105A,0.218,14167.0,164.414,M 105A,,,,M,105,22.58436936478109,1949.449,-1.8633068962078294,25.934704954346454,1952.5559139088728,7,0.2851103575089944
186,12 SPL A4 M 106A,0.206,11203.0,136.847,M 106A,,,22.0,M,106,22.68436936478109,1949.549,-1.1250459402278672,25.891007532642536,1952.6559139088727,8,0.24208130855115328
187,12 SPL A4 M 107A,0.266,15948.0,185.225,M 107A,,,,M,107,22.83436936478109,1949.699,-1.074151375465136,25.630175903200833,1952.8059139088728,10,-0.017727441406069744
188,12 SPL A4 M 108A,0.248,12735.0,155.089,M 108A,,,,M,108,22.98436936478109,1949.849,-0.9661504687601441,25.43791214596855,1952.9559139088726,11,-0.20894393471597894
189,12 SPL A4 M 109A,0.22,15479.0,183.916,M 109A,,,,M,109,23.134369364781094,1949.999,-1.2895693550713783,25.296984164818053,1953.1059139088727,1,-0.3488002675057551
190,12 SPL A4 M 110A,0.212,13634.0,165.414,M 110A,1.0,23.1,,M,110,23.284369364781092,1950.1490000000001,-1.4123315289770066,25.45781673545807,1953.2559139088726,3,-0.18687166406666833
191,SPL A4 Path L 1A,0.25,17347.0,207.555,L 1A,,23.5,,L,1,23.68436936478109,1950.549,-1.3252579924449117,25.521913909946193,1953.6559139088727,8,-0.20023438629334578
192,SPL A4 Path L 2A,0.236,10376.0,125.018,L 2A,,,,L,2,23.68436936478109,1950.549,-1.626970793854084,25.708355924177177,1953.6559139088727,8,-0.013792372062361835
193,SPL A4 Path L 3A,0.234,11493.0,144.091,L 3A,,,,L,3,23.68436936478109,1950.549,-1.5248595362293538,25.826296540914274,1953.6559139088727,8,0.10414824467473593
194,SPL A4 Path L 4A,0.208,10958.0,131.145,L 4A,,,,L,4,23.68436936478109,1950.549,-1.1132537931665887,25.686347899931537,1953.6559139088727,8,-0.03580039630800158
195,SPL A4 Path L 5A,0.262,13659.0,169.87,L 5A,,,23.0,L,5,23.68436936478109,1950.549,-1.20540080645696,25.667925884352197,1953.6559139088727,8,-0.05422241188734134
196,SPL A4 Path L 6A,0.26,13252.0,164.116,L 6A,,,,L,6,23.93436936478109,1950.799,-1.3177131699449447,25.61015656705917,1953.9059139088727,11,-0.10293836371288734
197,SPL A4 Path L 7A,0.212,10750.0,130.961,L 7A,1.0,24.0,,L,7,24.18436936478109,1951.049,-1.3755068779603503,25.47917170034806,1954.1559139088727,2,-0.2253691494116623
198,SPL A4 Path L 8A,0.218,13387.0,167.726,L 8A,,,,L,8,24.35103603144776,1951.2156666666667,-1.4262671621626974,25.635451225378134,1954.3225805755394,4,-0.06366428395834589
199,SPL A4 Path L 9A,0.236,13471.0,160.97,L 9A,,,,L,9,24.517702698114423,1951.3823333333332,-1.784876728995975,25.80450406637558,1954.489247242206,6,0.11059199325702451
200,SPL A4 Path L 10A,0.262,13377.0,166.586,L 10A,,,24.0,L,10,24.68436936478109,1951.549,-1.19938159441859,25.84953948535598,1954.6559139088727,8,0.16060894425367067
201,SPL A4 Path L 11A,0.224,12207.0,148.348,L 11A,,,,L,11,24.784369364781092,1951.6490000000001,-1.4511532787893158,25.869379538590756,1954.7559139088726,9,0.18333140268175185
202,SPL A4 Path L 12A,0.24,12553.0,151.3,L 12A,,,,L,12,24.88436936478109,1951.749,-1.3432568424577527,25.66977901308277,1954.8559139088727,10,-0.013466603147353595
203,SPL A4 Path L 13A,0.224,11538.0,144.636,L 13A,,,,L,13,24.98436936478109,1951.849,-1.1068826725710021,25.720190201837877,1954.9559139088726,11,0.039667219775846974
204,SPL A4 Path L 14A,0.21,10964.0,131.734,L 14A,,,,L,14,25.08436936478109,1951.949,-1.1926917965847663,25.58861007864438,1955.0559139088728,1,-0.08927015476398026
205,SPL A4 Path L 15A,0.224,10391.0,129.75,L 15A,1.0,25.0,,L,15,25.18436936478109,1952.049,-1.2855377786512403,25.669001637056326,1955.1559139088727,2,-0.0063157332091492435
206,SPL A4 Path L 16A,0.226,11349.0,139.779,L 16A,,,,L,16,25.43436936478109,1952.299,-1.417984887201122,25.79962875112882,1955.4059139088727,5,0.1303690395963173
207,SPL A4 Path L 17A,0.214,9281.0,113.609,L 17A,,,25.0,L,17,25.68436936478109,1952.549,-1.0660718856739226,25.73767317911055,1955.6559139088727,8,0.07397184185587236
208,SPL A4 Path L 18A,0.212,11286.0,141.645,L 18A,,,,L,18,25.93436936478109,1952.799,-0.4073225001988497,26.050452768454207,1955.9059139088727,11,0.39181052102220804
209,SPL A4 Path L 19A,0.205,12543.0,150.07,L 19A,1.0,26.0,,L,19,26.18436936478109,1953.049,-0.3725453693480854,25.859456767706266,1956.1559139088727,2,0.20537432563998337
210,SPL A4 Path L 20A,0.214,13398.0,166.859,L 20A,,,,L,20,26.30936936478109,1953.174,-0.9242138494017471,25.60143528620786,1956.2809139088727,3,-0.05055448484533542
211,SPL A4 Path L 21A,0.219,14290.0,174.071,L 21A,,,,L,21,26.43436936478109,1953.299,-1.3694987766973234,25.90647604232285,1956.4059139088727,5,0.2564541211671383
212,SPL A4 Path L 22A,0.221,18001.0,214.28,L 22A,,,,L,22,26.55936936478109,1953.424,-1.350125927802788,25.698228580654146,1956.5309139088727,6,0.05004968828394851
213,SPL A4 Path L 23A,0.219,15085.0,187.907,L 23A,,,26.0,L,23,26.68436936478109,1953.549,-0.8035514352225968,25.76410146922162,1956.6559139088727,8,0.11764078452133475
214,SPL A4 Path L 24A,0.245,21187.0,255.561,L 24A,,,,L,24,26.85103603144776,1953.7156666666667,-1.0008722398503334,25.383298483817548,1956.8225805755394,10,-0.2610654234974348
215,SPL A4 Path L 25A,0.247,14036.0,173.461,L 25A,,,,L,25,27.017702698114423,1953.8823333333332,-1.04349468917056,25.270575467278523,1956.989247242206,0,-0.3719135668564739
216,SPL A4 Path L 26A,0.215,14405.0,178.651,L 26A,1.0,27.0,,L,26,27.18436936478109,1954.049,-0.7982323030378644,25.758047615993807,1957.1559139088727,2,0.11721155083711565
217,SPL A4 Path L 27A,0.226,13655.0,164.769,L 27A,,,,L,27,27.35103603144776,1954.2156666666667,-1.2694045288254827,25.59766266737859,1957.3225805755394,4,-0.04174233300147634
218,SPL A4 Path L 28A,0.206,13386.0,167.756,L 28A,,,,L,28,27.517702698114423,1954.3823333333332,-1.3118074898291676,25.657952718744554,1957.489247242206,6,0.019756878937613465
219,SPL A4 Path L 29A,0.244,18264.0,216.618,L 29A,,,27.0,L,29,27.68436936478109,1954.549,-0.7471042521716749,25.666066269172106,1957.6559139088727,8,0.02885768573661096
220,SPL A4 Path L 30A,0.211,15643.0,203.841,L 30A,,,,L,30,27.93436936478109,1954.799,-1.2747969921274769,25.268471861805157,1957.9059139088727,11,-0.3676719074542767
221,SPL A4 Path L 31A,0.213,18321.0,222.891,L 31A,1.0,28.0,,L,31,28.18436936478109,1955.049,-0.5583489462697029,25.41911116950339,1958.1559139088727,2,-0.21646707003512944
222,SPL A4 Path L 32A,0.231,19658.0,235.436,L 32A,,,,L,32,28.30936936478109,1955.174,-1.4332888691581216,25.563860282084644,1958.2809139088727,3,-0.07162242426500498
223,SPL A4 Path L 33A,0.241,16149.0,200.661,L 33A,,,,L,33,28.43436936478109,1955.299,-1.4921024453429363,25.461435252586654,1958.4059139088727,5,-0.17407674168791232
224,SPL A4 Path L 34A,0.246,17945.0,217.851,L 34A,,,,L,34,28.55936936478109,1955.424,-1.5240148142821648,25.761314790718586,1958.5309139088727,6,0.12564868740531665
225,SPL A4 Path L 35A,0.2,11669.0,144.545,L 35A,,,28.0,L,35,28.68436936478109,1955.549,-1.4254375912727937,25.656798130730937,1958.6559139088727,8,0.020853097265177922
226,SPL A4 Path L 36A,0.217,13236.0,164.094,L 36A,,,,L,36,28.93436936478109,1955.799,-0.8713984757891997,25.62473860452582,1958.9059139088727,11,-0.012138752586277946
227,SPL A4 Path L 37A,0.222,20949.0,252.159,L 37A,1.0,29.0,,L,37,29.18436936478109,1956.049,-0.9165211525826737,25.58422024919591,1959.1559139088727,2,-0.05408871601767373
228,SPL A4 Path L 38A,0.242,15634.0,194.748,L 38A,,,,L,38,29.35103603144776,1956.2156666666667,-1.0430006636960054,25.23811976869536,1959.3225805755394,4,-0.4014209821726773
229,SPL A4 Path L 39A,0.207,14528.0,175.204,L 39A,,,,L,39,29.517702698114423,1956.3823333333332,-1.0303474097146224,25.366991050779994,1959.489247242206,6,-0.27400338994599593
230,SPL A4 Path L 40A,0.21,15065.0,186.81,L 40A,,,29.0,L,40,29.68436936478109,1956.549,-1.0193755190637315,26.494078015323236,1959.6559139088727,8,0.851407980537612
231,SPL A4 Path L 41A,0.225,23041.0,281.756,L 41A,,,,L,41,29.804369364781092,1956.669,-1.2334038995953929,25.67951617171961,1959.7759139088726,9,0.03550230612885841
232,SPL A4 Path L 42A,0.226,14202.0,169.319,L 42A,,,,L,42,29.924369364781093,1956.789,-0.9094016707642341,25.762652995149224,1959.8959139088727,11,0.11718026361519662
233,SPL A4 Path L 43A,0.202,10974.0,137.132,L 43A,,,,L,43,30.04436936478109,1956.909,-0.9083611971569168,25.57238597153521,1960.0159139088726,0,-0.07466066108024805
234,SPL A4 Path L 44A,0.216,14334.0,174.336,L 44A,,,,L,44,30.16436936478109,1957.029,-0.6192795291854911,25.687990967489366,1960.1359139088727,2,0.03925539865251082
235,SPL A4 Path L 45A,0.202,14921.0,182.224,L 45A,1.0,30.1,,L,45,30.284369364781092,1957.1490000000001,-0.4491814372389376,25.64734787274571,1960.2559139088726,3,-0.003191667450696656
236,SPL A4 Path K 1A,0.215,10719.0,134.854,K 1A,,30.8,,K,1,30.98436936478109,1957.849,-0.9718503896200255,25.742543504780766,1960.9559139088726,11,0.1293259788617398
237,SPL A4 Path K 2A,0.3,17651.0,209.981,K 2A,,,,K,2,31.051036031447758,1957.9156666666668,-0.8548426124722264,25.79324458793341,1961.0225805755392,0,0.1762356180653697
238,SPL A4 Path K 3A,0.275,14974.0,185.919,K 3A,,,,K,3,31.117702698114424,1957.9823333333334,-1.0824183613792104,25.546946116538642,1961.089247242206,1,-0.07380615544283131
239,SPL A4 Path K 4A,0.207,12308.0,151.782,K 4A,1.0,31.0,,K,4,31.18436936478109,1958.049,-1.0850398983177905,25.57980547186469,1961.1559139088727,2,-0.044641960398276836
240,SPL A4 Path K 5A,0.24,12764.0,154.839,K 5A,,,,K,5,31.284369364781092,1958.1490000000001,-0.6823644914402236,25.52474499568053,1961.2559139088726,3,-0.10515491105615382
241,SPL A4 Path K 6A,0.224,11546.0,144.98,K 6A,,,,K,6,31.38436936478109,1958.249,-0.9455950214429951,25.530216066367327,1961.3559139088727,4,-0.10502799570847188
242,SPL A4 Path K 7A,0.215,12469.0,149.439,K 7A,,,,K,7,31.48436936478109,1958.349,-0.8781388781543573,25.618594439962457,1961.4559139088726,5,-0.02188545832149913
243,SPL A4 Path K 8A,0.219,9586.0,120.039,K 8A,,,,K,8,31.58436936478109,1958.449,-0.8633179119036183,25.729250274936913,1961.5559139088728,7,0.08364285957575746
244,SPL A4 Path K 9A,0.262,14075.0,172.413,K 9A,,,31.0,K,9,31.68436936478109,1958.549,-1.0394361249519786,25.770992573394484,1961.6559139088727,8,0.12036596008708855
245,SPL A4 Path K 10A,0.223,11770.0,144.136,K 10A,,,,K,10,31.93436936478109,1958.799,-1.4466454352186962,25.66962234037911,1961.9059139088727,11,0.006921628411337366
246,SPL A4 Path K 11A,0.199,10434.0,130.943,K 11A,1.0,32.0,,K,11,32.18436936478109,1959.049,-0.9513836343894797,25.561295639738077,1962.1559139088727,2,-0.11280217631066591
247,SPL A4 Path K 12A,0.253,14591.0,177.021,K 12A,,,,K,12,32.351036031447755,1959.2156666666667,-0.8359383352760061,25.547832265333877,1962.3225805755394,4,-0.13348751200695474
248,SPL A4 Path K 13A,0.225,11746.0,144.523,K 13A,,,,K,13,32.51770269811443,1959.3823333333332,-0.7017800663163041,25.54256776311624,1962.489247242206,6,-0.14567308903613707
249,SPL A4 Path K 14A,0.217,11960.0,149.639,K 14A,,,32.0,K,14,32.68436936478109,1959.549,-0.3391337527869354,25.677161091588133,1962.6559139088727,8,-0.017699948898879825
250,SPL A4 Path K 15A,0.2,12446.0,149.161,K 15A,,,,K,15,32.80936936478109,1959.674,-0.7197787143150476,25.587483931217097,1962.7809139088727,9,-0.1121447937723552
251,SPL A4 Path K 16A,0.2,11536.0,144.744,K 16A,,,,K,16,32.93436936478109,1959.799,-1.0650770672525591,25.75140000315657,1962.9059139088727,11,0.047172842312257046
252,SPL A4 Path K 17A,0.265,14231.0,170.327,K 17A,,,,K,17,33.05936936478109,1959.924,-1.2146523450566102,25.822420637850428,1963.0309139088727,0,0.11376428979156117
253,SPL A4 Path K 18A,0.231,11777.0,146.82,K 18A,1.0,33.0,,K,18,33.18436936478109,1960.049,-0.9044574767437925,25.787765034966473,1963.1559139088727,2,0.07484874834063149
254,SPL A4 Path K 19A,0.258,13807.0,170.318,K 19A,,,,K,19,33.30936936478109,1960.174,-0.7621082431944222,25.706513772515006,1963.2809139088727,3,-0.010493204033867443
255,SPL A4 Path K 20A,0.25,12805.0,154.756,K 20A,,,,K,20,33.43436936478109,1960.299,-0.7126322636146396,25.5780366669778,1963.4059139088727,5,-0.1428917508538028
256,SPL A4 Path K 21A,0.224,12126.0,151.797,K 21A,,,,K,21,33.55936936478109,1960.424,-0.6508052431427949,25.51923550525429,1963.5309139088727,6,-0.2054451052124584
257,SPL A4 Path K 22A,0.262,15438.0,185.227,K 22A,,,33.0,K,22,33.68436936478109,1960.549,-0.6600915281671533,25.724096042361023,1963.6559139088727,8,-0.004167512096930892
258,SPL A4 Path K 23A,0.242,13850.0,170.944,K 23A,,,,K,23,33.80936936478109,1960.674,-0.6757691351968123,25.827374788406676,1963.7809139088727,9,0.0956975386014598
259,SPL A4 Path K 24A,0.216,12258.0,152.773,K 24A,,,,K,24,33.93436936478109,1960.799,-0.5732786971117514,25.857899021907436,1963.9059139088727,11,0.12297732539526152
260,SPL A4 Path K 25A,0.254,14821.0,179.466,K 25A,,,,K,25,34.05936936478109,1960.924,-0.8511498957835644,25.719265633303213,1964.0309139088727,0,-0.01873126126833924
261,SPL A4 Path K 26A,0.24,12999.0,162.911,K 26A,1.0,34.0,,K,26,34.18436936478109,1961.049,-0.6915508804935468,25.745846105499044,1964.1559139088727,2,0.004943261512057262
262,SPL A4 Path K 27A,0.2,10833.0,129.926,K 27A,,,,K,27,34.43436936478109,1961.299,-0.48506560534202675,25.673355541553637,1964.4059139088727,5,-0.07285145533966997
263,SPL A4 Path K 28A,0.198,10178.0,127.375,K 28A,,,34.0,K,28,34.68436936478109,1961.549,-0.445035501923343,25.67948673321797,1964.6559139088727,8,-0.07134742199860966
264,SPL A4 Path K 29A,0.246,14118.0,173.524,K 29A,,,,K,29,34.851036031447755,1961.7156666666667,-1.1758588709335662,25.847858995974022,1964.8225805755394,10,0.0943161766371503
265,SPL A4 Path K 30A,0.22,11958.0,145.776,K 30A,,,,K,30,35.01770269811443,1961.8823333333332,-0.9089946123584973,26.099695897339014,1964.989247242206,0,0.3437453003623965
266,SPL A4 Path K 31A,0.302,16087.0,200.053,K 31A,1.0,35.0,,K,31,35.18436936478109,1962.049,-0.30123196888866527,25.94112216501136,1965.1559139088727,2,0.1830646768719042
267,SPL A4 Path K 32A,0.29,17458.0,210.167,K 32A,,,,K,32,35.43436936478109,1962.299,-0.1168801662761409,25.74256296412931,1965.4059139088727,5,-0.018090698609750433
268,SPL A4 Path K 33A,0.241,151.239,12187.0,K 33A,,,35.0,K,33,35.68436936478109,1962.549,-0.2401027517735968,25.47247169396331,1965.6559139088727,8,-0.2901011487995824
269,SPL A4 Path K 34A,0.256,30480.0,376.178,K 34A,,,,K,34,35.851036031447755,1962.7156666666667,-0.5668197003839093,25.827160236615036,1965.8225805755394,10,0.06368404860057097
270,SPL A4 Path K 35A,0.23,12230.0,147.176,K 35A,,,,K,35,36.01770269811443,1962.8823333333332,-0.35035250466453066,25.938142389895848,1965.989247242206,0,0.17406374311035577
271,SPL A4 Path K 36A,0.234,14096.0,176.067,K 36A,1.0,36.0,,K,36,36.18436936478109,1963.049,0.34754145543441456,25.863011840997963,1966.1559139088727,2,0.09863162191471275
272,SPL A4 Path K 37A,0.236,14027.0,170.067,K 37A,,,,K,37,36.351036031447755,1963.2156666666667,-0.16801124735378753,25.697168295637326,1966.3225805755394,4,-0.06721260926313732
273,SPL A4 Path K 38A,0.253,12414.0,154.468,K 38A,,,,K,38,36.51770269811443,1963.3823333333332,0.12301379623212033,26.002936033055615,1966.489247242206,6,0.23885532881848448
274,SPL A4 Path K 39A,0.21,11374.0,141.138,K 39A,,,36.0,K,39,36.68436936478109,1963.549,-0.47860802271286457,25.681702105206057,1966.6559139088727,8,-0.08177751189083438
275,SPL A4 Path K 40A,0.243,14606.0,177.585,K 40A,,,,K,40,36.851036031447755,1963.7156666666667,-0.3550496354441704,25.847457335061772,1966.8225805755394,10,0.08487969158202802
276,SPL A4 Path K 41A,0.225,11750.0,146.602,K 41A,,,,K,41,37.01770269811443,1963.8823333333332,-0.2765133219485752,25.814128460582396,1966.989247242206,0,0.052753677196704984
277,SPL A4 Path K 42A,0.196,9832.0,121.483,K 42A,1.0,37.0,,K,42,37.18436936478109,1964.049,-0.13249292678061803,25.7651023782775,1967.1559139088727,2,0.005231341466409134
278,SPL A4 Path K 43A,0.252,13548.0,164.606,K 43A,,,,K,43,37.30936936478109,1964.174,-0.49710150424255134,25.518475592745762,1967.2809139088727,3,-0.24007017738220426
279,SPL A4 Path K 44A,0.225,11720.0,147.044,K 44A,,,,K,44,37.43436936478109,1964.299,-0.11983603654548641,25.66481538233108,1967.4059139088727,5,-0.09223587247345577
280,SPL A4 Path K 45A,0.236,12957.0,154.829,K 45A,,,,K,45,37.55936936478109,1964.424,-0.7080107871143784,25.750077266413236,1967.5309139088727,6,-0.005310224420291831
281,SPL A4 Path K 46A,0.28,14429.0,179.486,K 46A,,,37.0,K,46,37.68436936478109,1964.549,-0.32623454664228496,25.874240384065526,1967.6559139088727,8,0.12068590584695116
282,SPL A4 Path K 47A,0.249,13411.0,163.712,K 47A,,,,K,47,37.93436936478109,1964.799,-0.4995822373554249,25.888079473583918,1967.9059139088727,11,0.1386987665234365
283,SPL A4 Path K 48A,0.25,13626.0,166.972,K 48A,1.0,38.0,,K,48,38.18436936478109,1965.049,-0.3378741948912703,25.73974535025166,1968.1559139088727,2,-0.004784591074958655
284,SPL A4 Path K 49A,0.251,7254.0,91.432,K 49A,,,,K,49,38.43436936478109,1965.299,-0.6787406615586862,25.720993523662386,1968.4059139088727,5,-0.018008657354599222
285,SPL A4 Path K 50A,0.224,12646.0,151.411,K 50A,,,38.0,K,50,38.68436936478109,1965.549,-0.2531166552601662,25.706635019225168,1968.6559139088727,8,-0.02616240690641547
286,SPL A4 Path K 51A,0.202,10102.0,125.518,K 51A,,,,K,51,38.76770269811443,1965.6323333333332,-0.3992965811265448,25.5231927384159,1968.739247242206,9,-0.20738599284572956
287,SPL A4 Path K 52A,0.26,15056.0,186.853,K 52A,,,,K,52,38.851036031447755,1965.7156666666667,-0.6080437071166878,25.701415922154126,1968.8225805755394,10,-0.026868892622871954
288,SPL A4 Path K 53A,0.23,12920.0,155.476,K 53A,,,,K,53,38.93436936478109,1965.799,-0.9319884629372104,25.886682891107643,1968.9059139088727,11,0.16076721444087028
289,SPL A4 Path K 54A,0.21,13346.0,166.876,K 54A,,,,K,54,39.01770269811443,1965.8823333333332,-0.7948703844332681,25.96945397857616,1968.989247242206,0,0.2459826616306522
290,SPL A4 Path K 55A,0.242,14929.0,178.432,K 55A,,,,K,55,39.101036031447755,1965.9656666666667,-0.5262439568888513,25.79158754956124,1969.0725805755394,1,0.07063581396623064
291,SPL A4 Path K 56A,0.21,16563.0,206.789,K 56A,1.0,39.0,,K,56,39.18436936478109,1966.049,-0.21548233802650868,25.76513630739804,1969.1559139088727,2,0.04677937476821015
292,SPL A4 Path K 57A,0.224,14518.0,178.631,K 57A,,,,K,57,39.43436936478109,1966.299,-0.4044194566159061,25.4724058345466,1969.4059139088727,5,-0.23771535947415856
293,SPL A4 Path K 58A,0.212,12943.0,157.321,K 58A,,,39.0,K,58,39.68436936478109,1966.549,-0.7465446731225984,25.42770521615268,1969.6559139088727,8,-0.2735032446795955
