index,Name,Mass,Amp 44,Area 44,sample,age1,age_end,age2,path_name,path_num,d13c,d18o,age_lin_raw,age_lin,age_xray,age2_is_integer,age_bayes,age_bayes_lower,age_bayes_upper,age_uncertainty
465,12 SPL A4 Path H 5A,0.254,13381.0,169.844,H 5A,,,,H,5,-1.5354934565985618,25.3613762933344,,59.56666666666667,1988.3833333333332,False,1988.1190538119404,1987.9731577086416,1988.2413178264983,0.26816011785672345
466,12 SPL A4 Path H 6A,0.276,14655.0,185.496,H 6A,,,,H,6,-1.6674077871879467,25.35349521292751,,59.45,1988.2666666666667,False,1988.2767623683985,1988.1619396173019,1988.3762839216697,0.2143443043678417
467,12 SPL A4 Path H 7A,0.266,13481.0,166.427,H 7A,-1.0,,60.0,H,7,-1.297031444112958,25.275153882495662,59.333333333333336,59.333333333333336,1988.1499999999999,True,1988.4358394665296,1988.3560985519025,1988.5125965826091,0.15649803070664348
468,12 SPL A4 Path H 8A,0.24,12374.0,157.021,H 8A,,,,H,8,-1.537051733887817,25.412003487449216,,59.5,1988.3166666666666,False,1988.5873907093942,1988.4967110116495,1988.6878645637262,0.19115355207668472
469,12 SPL A4 Path H 9A,0.226,12500.0,152.385,H 9A,,,,H,9,-1.8392570346077362,25.5698960965485,,59.66666666666667,1988.4833333333333,False,1988.74260017016,1988.6388733930235,1988.845374884908,0.2065014918846373
470,12 SPL A4 Path H 10A,0.248,13153.0,166.976,H 10A,,60.0,,H,10,-1.1432846085063124,25.82623850345532,59.833333333333336,59.833333333333336,1988.6499999999999,False,1988.8953674393365,1988.7932552138116,1988.9904406180713,0.19718540425969877
471,12 SPL A4 Path H 11A,0.254,13658.0,166.957,H 11A,,,,H,11,-0.7618136938147586,25.79345767827331,,60.083333333333336,1988.8999999999999,False,1989.0498292356804,1988.9531952991788,1989.1405872795083,0.1873919803294939
472,12 SPL A4 Path H 12A,0.242,7455.0,95.178,H 12A,1.0,,61.0,H,12,-1.0424972886405692,25.5760311074684,60.333333333333336,60.333333333333336,1989.1499999999999,True,1989.2031823130424,1989.127531195904,1989.2802928157907,0.15276161988663262
473,21 SPL A4 Path H 13A,0.266,12031.0,148.473,H 13A,,,,H,13,-1.0840577302204246,25.576327101285447,,60.583333333333336,1989.3999999999999,False,1989.3617217871924,1989.264174523396,1989.4587216272323,0.19454710383638485
474,22 SPL A4 Path H 14A,0.256,14165.0,177.92,H 14A,,61.0,,H,14,-1.071648181114414,25.862080218341443,60.833333333333336,60.833333333333336,1989.6499999999999,False,1989.5216079992852,1989.4105827722208,1989.6328369725575,0.22225420033669252
475,23 SPL A4 Path H 15A,0.284,15244.0,192.486,H 15A,,,,H,15,-1.2564033999025581,25.882073522559825,,60.958333333333336,1989.7749999999999,False,1989.6794899356896,1989.5668034267562,1989.788883329818,0.22207990306173997
476,24 SPL A4 Path H 16A,0.25,13394.0,166.986,H 16A,,,,H,16,-1.956735073348806,25.845823100979306,,61.083333333333336,1989.8999999999999,False,1989.8393718528357,1989.7345938180702,1989.9421432223578,0.20754940428764712
477,25 SPL A4 Path H 17A,0.314,17109.0,218.132,H 17A,,,,H,17,-1.610562778681352,25.619220231789942,,61.208333333333336,1990.0249999999999,False,1989.997667065187,1989.8948998388967,1990.087879606219,0.19297976732241295
478,26 SPL A4 Path H 18A,0.27,14168.0,172.403,H 18A,1.0,,62.0,H,18,-1.7283601798925647,25.419908580599536,61.333333333333336,61.333333333333336,1990.1499999999999,True,1990.1516091542344,1990.079926669392,1990.2252204567192,0.1452937873270912
479,27 SPL A4 Path H 19A,0.256,13610.0,172.738,H 19A,,,,H,19,-1.1408841008541561,25.496922349358567,,61.458333333333336,1990.2749999999999,False,1990.3132755224833,1990.2245285277204,1990.4110519417216,0.18652341400115802
480,28 SPL A4 Path H 20A,0.232,12696.0,153.8,H 20A,,,,H,20,-1.9198852282035619,25.611908106385695,,61.583333333333336,1990.3999999999999,False,1990.4751100095182,1990.3639339245003,1990.5867595641678,0.22282563966746238
481,29 SPL A4 Path H 21A,0.23,11967.0,151.984,H 21A,,,,H,21,-1.6063984734121513,25.794729863619427,,61.708333333333336,1990.5249999999999,False,1990.6352596061015,1990.520747251042,1990.7505272863414,0.22978003529942725
482,30 SPL A4 Path H 22A,0.308,17679.0,213.082,H 22A,,62.0,,H,22,-1.464487190799958,25.93831528813477,61.833333333333336,61.833333333333336,1990.6499999999999,False,1990.796025971235,1990.6796850514897,1990.9058166654816,0.2261316139918108
483,31 SPL A4 Path H 23A,0.224,11776.0,147.623,H 23A,,,,H,23,-1.554172383154732,25.840426114378072,,62.083333333333336,1990.8999999999999,False,1990.9568635605638,1990.8516457314106,1991.0491315910233,0.19748585961269782
484,32 SPL A4 Path H 24A,0.278,16012.0,203.151,H 24A,1.0,,63.0,H,24,-1.7266303838003387,25.553695825681036,62.333333333333336,62.333333333333336,1991.1499999999999,True,1991.1160135255602,1991.0374362898237,1991.1900885457828,0.15265225595908305
485,33 SPL A4 Path H 25A,0.242,13652.0,168.474,H 25A,,,,H,25,-2.0218968548259024,25.267141957139845,,62.43333333333334,1991.25,False,1991.2460463719744,1991.1619758849502,1991.3404076553047,0.17843177035456392
486,34 SPL A4 Path H 26A,0.236,12313.0,156.424,H 26A,,,,H,26,-1.6864602267908224,25.279772170131178,,62.53333333333334,1991.35,False,1991.3777542076723,1991.2847423816038,1991.4793602387908,0.1946178571870405
487,35 SPL A4 Path H 27A,0.24,12903.0,157.03,H 27A,,,,H,27,-1.907748195022389,25.386520085991794,,62.63333333333333,1991.45,False,1991.51054666897,1991.4111258516498,1991.612995416657,0.20186956500720044
488,36 SPL A4 Path H 28A,0.238,12547.0,159.626,H 28A,,,,H,28,-2.0979688440961057,25.58705981748935,,62.733333333333334,1991.55,False,1991.6428341807805,1991.5434165475242,1991.7487996602588,0.2053831127345802
489,37 SPL A4 Path H 29A,0.236,13339.0,161.633,H 29A,,63.0,,H,29,-1.9230508960956978,25.65996446678491,62.833333333333336,62.833333333333336,1991.6499999999999,False,1991.774297789032,1991.6736568490876,1991.8766668131623,0.2030099640746812
490,38 SPL A4 Path H 30A,0.248,12928.0,163.901,H 30A,,,,H,30,-1.7094404721680532,25.579101798292275,,63.0,1991.8166666666666,False,1991.907341694643,1991.808158914939,1991.999694449057,0.19153553411797475
491,39 SPL A4 Path H 31A,0.244,13124.0,160.717,H 31A,,,,H,31,-1.8559628652718712,25.54485570570468,,63.16666666666667,1991.9833333333333,False,1992.0392878533726,1991.9486778154646,1992.1254813326907,0.17680351722606247
492,40 SPL A4 Path H 32A,0.244,11840.0,149.662,H 32A,1.0,,64.0,H,32,-1.490378218564763,25.290689637442735,63.333333333333336,63.333333333333336,1992.1499999999999,True,1992.1712428059827,1992.0956526839118,1992.2460861725485,0.150433488636736
493,40 SPL A4 Path H 33A,0.274,13820.0,174.658,H 33A,,,,H,33,-1.7228383322621093,25.234418468508483,,63.458333333333336,1992.2749999999999,False,1992.3138207288298,1992.2254509145735,1992.4153137759688,0.1898628613953406
494,41 SPL A4 Path H 34A,0.24,12953.0,159.03,H 34A,,,,H,34,-1.9318416755084782,25.463158471863647,,63.583333333333336,1992.3999999999999,False,1992.4598038713311,1992.3601266597448,1992.5662966482196,0.20616998847481227
495,42 SPL A4 Path H 35A,0.264,13142.0,167.089,H 35A,,,,H,35,-1.787071746180099,25.601936447131916,,63.708333333333336,1992.5249999999999,False,1992.6052390140728,1992.4986786340687,1992.7182186088748,0.21953997480613907
496,43 SPL A4 Path H 36A,0.284,13483.0,163.94,H 36A,,64.0,,H,36,-1.7528823314545088,25.547255019824323,63.833333333333336,63.833333333333336,1992.6499999999999,False,1992.750732656572,1992.6462384752363,1992.8588454403393,0.21260696510307753
497,44 SPL A4 Path H 37A,0.25,12003.0,152.788,H 37A,,,,H,37,-1.7872374721306934,25.468310920526623,,64.0,1992.8166666666666,False,1992.894385262634,1992.7908407510517,1992.9967042655476,0.20586351449583162
498,45 SPL A4 Path H 38A,0.252,13384.0,161.657,H 38A,,,,H,38,-1.4891080727154478,25.317397198759412,,64.16666666666666,1992.9833333333333,False,1993.0380021757446,1992.9486087852172,1993.131749492577,0.18314070735982568
499,46 SPL A4 Path H 39A,0.23,11774.0,149.689,H 39A,1.0,,65.0,H,39,-1.545381603741952,25.357936100295202,64.33333333333333,64.33333333333333,1993.1499999999999,True,1993.1837698225556,1993.109784882946,1993.2629602942209,0.15317541127478762
500,47 SPL A4 Path H 40A,0.258,15144.0,185.519,H 40A,,,,H,40,-1.9807532467540019,25.485756423660856,,64.58333333333333,1993.3999999999999,False,1993.367859073032,1993.2695189383714,1993.4790101817323,0.20949124336084424
501,48 SPL A4 Path H 41A,0.226,12009.0,152.071,H 41A,,65.0,,H,41,-1.676673580495593,25.665152689535045,64.83333333333333,64.83333333333333,1993.6499999999999,False,1993.5532054247792,1993.4414076098037,1993.6735309925114,0.2321233827076412
502,49 SPL A4 Path H 42A,0.222,12284.0,151.847,H 42A,,,,H,42,-1.4925248481649442,25.712775350384444,,65.0,1993.8166666666666,False,1993.7390307682772,1993.6151963739094,1993.8471611728055,0.2319647988961151
503,49 SPL A4 Path H 43A,0.232,12754.0,161.336,H 43A,,,,H,43,-1.4372565029573212,25.65285816489583,,65.16666666666666,1993.9833333333333,False,1993.9232623364792,1993.807921634609,1994.0239903286651,0.21606869405604812
504,50 SPL A4 Path H 44A,0.24,12608.0,154.325,H 44A,1.0,,66.0,H,44,-1.4061713015160482,25.52250964268556,65.33333333333333,65.33333333333333,1994.1499999999999,True,1994.1035829504403,1994.0326587047655,1994.177801801924,0.14514309715855234
505,51 SPL A4 Path H 45A,0.236,12180.0,154.971,H 45A,,,,H,45,-1.442818396828118,25.608743814868024,,65.45833333333333,1994.2749999999999,False,1994.2373600774276,1994.1514872962941,1994.3294114479158,0.17792415162170983
506,52 SPL A4 Path H 46A,0.248,14921.0,182.525,H 46A,,,,H,46,-1.9615063688017957,25.664369090009455,,65.58333333333333,1994.3999999999999,False,1994.3714060249454,1994.275996010661,1994.4736175360579,0.1976215253969258
507,53 SPL A4 Path H 47A,0.212,10989.0,139.714,H 47A,,,,H,47,-2.330216133434405,25.78640430243099,,65.70833333333333,1994.5249999999999,False,1994.5068114115322,1994.4040221075772,1994.6066870414547,0.20266493387748596
508,54 SPL A4 Path H 48A,0.234,14418.0,174.162,H 48A,,66.0,,H,48,-2.0531613828276973,25.971083371861088,65.83333333333333,65.83333333333333,1994.6499999999999,False,1994.6388900080156,1994.5372653607608,1994.7453825341715,0.20811717341075564
509,55 SPL A4 Path H 49A,0.254,13675.0,172.957,H 49A,,,,H,49,-1.734014003811944,25.9865583598656,,65.95833333333333,1994.7749999999999,False,1994.7732478632022,1994.6729019415225,1994.874091753618,0.20118981209543563
510,56 SPL A4 Path H 50A,0.248,13809.0,168.695,H 50A,,,,H,50,-1.6035184183284867,25.8184657254219,,66.08333333333333,1994.8999999999999,False,1994.9069876268077,1994.8072628994482,1995.0045958730768,0.19733297362859048
511,57 SPL A4 Path H 51A,0.264,12613.0,159.559,H 51A,,,,H,51,-1.5022515510312355,25.490825562805778,,66.20833333333333,1995.0249999999999,False,1995.041833000455,1994.9532868469246,1995.1248805441817,0.1715936972570944
512,57 SPL A4 Path H 52A,0.254,13957.0,173.425,H 52A,1.0,,67.0,H,52,-1.615005392727767,25.55858707450214,66.33333333333333,66.33333333333333,1995.1499999999999,True,1995.1758682577683,1995.0988810481895,1995.24632225001,0.14744120182058396
513,12 SPL A4 Path H 53A,0.212,11454.0,145.484,H 53A,,,,H,53,-1.4156239772786203,25.58260863894591,,66.5,1995.3166666666666,False,1995.334642033833,1995.2446484431857,1995.4353907118748,0.19074226868906408
514,12 SPL A4 Path H 54A,0.246,14726.0,180.037,H 54A,,,,H,54,-1.9237399936653443,25.54277835836947,,66.66666666666666,1995.4833333333333,False,1995.494114323309,1995.387355499728,1995.6030782015212,0.21572270179308362
515,12 SPL A4 Path H 55A,0.304,15545.0,196.219,H 55A,,67.0,,H,55,-1.722433084458907,25.6460346253121,66.83333333333333,66.83333333333333,1995.6499999999999,False,1995.6545106371354,1995.5439309058465,1995.7679845867613,0.22405368091472155
516,12 SPL A4 Path H 56A,0.268,13823.0,170.726,H 56A,,,,H,56,-1.5863083576444572,25.481465493425635,,67.0,1995.8166666666666,False,1995.8151921962094,1995.7056592636343,1995.9199669278644,0.21430766423009118
517,12 SPL A4 Path H 57A,0.222,11897.0,149.193,H 57A,,,,H,57,-1.5189611596425725,25.365237934523687,,67.16666666666666,1995.9833333333333,False,1995.9735311921531,1995.8733082869287,1996.0671488561368,0.1938405692080778
518,12 SPL A4 Path H 58A,0.25,12932.0,162.941,H 58A,1.0,,68.0,H,58,-1.6734865042359786,25.4277607477031,67.33333333333333,67.33333333333333,1996.1499999999999,True,1996.132987943463,1996.0566284436777,1996.2085777977989,0.1519493541211432
519,12 SPL A4 Path H 59A,0.264,14677.0,180.739,H 59A,,,,H,59,-1.64012194131616,25.432260931845402,,67.45833333333333,1996.2749999999999,False,1996.2770285956685,1996.1862917359947,1996.3746899424852,0.18839820649054673
520,12 SPL A4 Path H 60A,0.242,13436.0,172.325,H 60A,,,,H,60,-1.9938667533553203,25.39908610164864,,67.58333333333333,1996.3999999999999,False,1996.4231769657763,1996.3212554471684,1996.523835634184,0.2025801870156556
521,12 SPL A4 Path H 61A,0.238,11335.0,137.703,H 61A,,,,H,61,-1.9965060272706432,25.570680676186083,,67.70833333333333,1996.5249999999999,False,1996.568787102935,1996.4592736645996,1996.6731153691487,0.21384170454916784
522,12 SPL A4 Path H 62A,0.24,11824.0,150.43,H 62A,,68.0,,H,62,-1.5063435715773041,25.62594821045592,67.83333333333333,67.83333333333333,1996.6499999999999,False,1996.7127676455964,1996.6013194085256,1996.8172794033753,0.21595999484975437
523,12 SPL A4 Path H 63A,0.286,16081.0,195.679,H 63A,,,,H,63,-1.644869309770204,25.650876378478376,,68.0,1996.8166666666666,False,1996.8565522467948,1996.7454006959754,1996.9517909105034,0.20639021452802808
524,12 SPL A4 Path H 64A,0.222,11384.0,144.583,H 64A,,,,H,64,-1.399656357497758,25.349054815615805,,68.16666666666666,1996.9833333333333,False,1996.998679969036,1996.9029562540022,1997.0894619866021,0.18650573259992598
525,12 SPL A4 Path H 65A,0.258,17056.0,208.034,H 65A,1.0,,69.0,H,65,-1.5750989364329508,25.470203026698176,68.33333333333333,68.33333333333333,1997.1499999999999,True,1997.1436073217635,1997.0675556421418,1997.212381162159,0.14482552001732074
526,12 SPL A4 Path H 66A,0.24,13663.0,172.2,H 66A,,,,H,66,-2.0373443772086217,25.306841882823345,,68.45833333333333,1997.2749999999999,False,1997.2776023298889,1997.194145386788,1997.365095691373,0.17095030458494875
527,12 SPL A4 Path H 67A,0.248,13582.0,170.231,H 67A,,,,H,67,-2.2686564986828506,25.482824908737708,,68.58333333333333,1997.3999999999999,False,1997.4110900974342,1997.317282043408,1997.5081979450856,0.19091590167749928
528,12 SPL A4 Path H 68A,0.25,14261.0,176.891,H 68A,,,,H,68,-2.311543503456905,25.6425993328328,,68.70833333333333,1997.5249999999999,False,1997.5446604066944,1997.446814225387,1997.6483860494664,0.2015718240793376
529,12 SPL A4 Path H 69A,0.254,13419.0,169.817,H 69A,,69.0,,H,69,-1.642564510113832,25.565265067457286,68.83333333333333,68.83333333333333,1997.6499999999999,False,1997.680095624349,1997.5768722459266,1997.7808016234887,0.20392937756218998
530,12 SPL A4 Path H 70A,0.242,13433.0,163.215,H 70A,,,,H,70,-1.8414827492360129,25.421908499088556,,68.95833333333333,1997.7749999999999,False,1997.8155933369285,1997.7112464339577,1997.915261467151,0.2040150331931727
531,12 SPL A4 Path H 71A,0.232,12830.0,163.132,H 71A,,,,H,71,-1.9997419649807373,25.329522164026603,,69.08333333333333,1997.8999999999999,False,1997.9495242687549,1997.8491600948503,1998.042963957938,0.19380386308762354
532,12 SPL A4 Path H 72A,0.244,14676.0,177.412,H 72A,,,,H,72,-2.1549851195425247,25.22645995925542,,69.20833333333333,1998.0249999999999,False,1998.0855783674815,1997.9925096782076,1998.1717912114664,0.17928153325874518
533,12 SPL A4 Path H 73A,0.256,13030.0,165.059,H 73A,1.0,,70.0,H,73,-2.156308408515815,25.216765671691125,69.33333333333333,69.33333333333333,1998.1499999999999,True,1998.2173820961693,1998.1390700162463,1998.2946470302784,0.15557701403213287
534,12 SPL A4 Path H 74A,0.266,16137.0,199.007,H 74A,,,,H,74,-2.7885866596965494,25.469981521391386,,69.5,1998.3166666666666,False,1998.411918850089,1998.3045569683281,1998.5277681188943,0.2232111505661578
535,12 SPL A4 Path H 75A,0.234,12033.0,152.156,H 75A,,,,H,75,-2.596535721135033,25.526902994622372,,69.66666666666666,1998.4833333333333,False,1998.6065985400742,1998.4782977602574,1998.7334285233092,0.25513076305173854
536,12 SPL A4 Path H 76A,0.232,12849.0,159.28,H 76A,,70.0,,H,76,-1.8861630196152868,25.739284929081766,69.83333333333333,69.83333333333333,1998.6499999999999,False,1998.801083391086,1998.6712576064592,1998.9269692067137,0.2557116002544717
537,12 SPL A4 Path H 77A,0.242,11704.0,147.481,H 77A,,,,H,77,-1.8060589532279532,25.541614965452798,,70.08333333333333,1998.8999999999999,False,1998.9985070528676,1998.8767375897703,1999.111524166061,0.23478657629061672
538,12 SPL A4 Path H 78A,0.274,14766.0,184.243,H 78A,1.0,,71.0,H,78,-1.9103879726640056,25.413417789032007,70.33333333333333,70.33333333333333,1999.1499999999999,True,1999.1923981142331,1999.1127852113327,1999.2693860801269,0.15660086879415758
539,12 SPL A4 Path H 79A,0.238,12152.0,151.325,H 79A,,,,H,79,-2.262027712522207,25.285002537696325,,70.66666666666666,1999.4833333333333,False,1999.5063585241153,1999.3327116922956,1999.7186671528327,0.38595546053716134
540,12 SPL A4 Path H 80A,0.24,12307.0,156.525,H 80A,,,,H,80,-2.1961496322556098,25.234751706580656,,71.0,1999.8166666666666,False,1999.8401904699374,1999.6160352796383,2000.0102475645556,0.3942122849173302
541,12 SPL A4 Path H 81A,0.31,17582.0,213.834,H 81A,1.0,,72.0,H,81,-2.311132462801327,25.25934418625101,71.33333333333333,71.33333333333333,2000.1499999999999,True,2000.1469274440565,2000.0663183145537,2000.219882028988,0.15356371443431271
542,12 SPL A4 Path H 82A,0.248,12742.0,161.675,H 82A,,,,H,82,-2.393580871359079,25.41129976704975,,71.58333333333333,2000.3999999999999,False,2000.394087869071,2000.26907050319,2000.5475179352088,0.27844743201876554
543,12 SPL A4 Path H 83A,0.254,13101.0,160.532,H 83A,,72.0,,H,83,-2.5583255631339186,25.62639906196532,71.83333333333333,71.83333333333333,2000.6499999999999,False,2000.647525017982,2000.494107227452,2000.8087707340478,0.3146635065957071
544,12 SPL A4 Path H 84A,0.278,14160.0,179.013,H 84A,,,,H,84,-2.1998182708519067,25.592983614278207,,72.08333333333333,2000.8999999999999,False,2000.896576510373,2000.7409980807365,2001.024142092235,0.2831440114985071
545,12 SPL A4 Path H 85A,0.248,14165.0,173.401,H 85A,1.0,,73.0,H,85,-1.8582298854562227,25.69899154559621,72.33333333333333,72.33333333333333,2001.1499999999999,True,2001.143528074486,2001.0676286599796,2001.223053966476,0.15542530649645414
546,12 SPL A4 Path H 86A,0.236,12778.0,160.911,H 86A,,,,H,86,-1.4838866978191254,25.600141372046085,,72.58333333333333,2001.3999999999999,False,2001.38946070241,2001.2532217933635,2001.5543753644993,0.30115357113572827
547,12 SPL A4 Path H 87A,0.22,12284.0,153.668,H 87A,,,,H,87,-1.7971361975262494,25.425535893515363,,72.83333333333333,2001.6499999999999,False,2001.6381349001947,2001.4738283651807,2001.799923669957,0.3260953047763451
548,12 SPL A4 Path H 88A,0.232,11661.0,144.44,H 88A,,,,H,88,-1.9443826971771188,25.337052854401723,,73.08333333333333,2001.8999999999999,False,2001.8907831280424,2001.7256288025026,2002.0201837728498,0.2945549703472352
549,12 SPL A4 Path H 89A,0.246,12864.0,163.21,H 89A,1.0,,74.0,H,89,-2.038719046263859,25.402719376747296,73.33333333333333,73.33333333333333,2002.1499999999999,True,2002.1329030029947,2002.0543744037072,2002.2126065411505,0.15823213744329223
550,12 SPL A4 Path H 90A,0.3,16637.0,202.18,H 90A,,,,H,90,-2.2102534647501484,25.405970408174934,,73.58333333333333,2002.3999999999999,False,2002.338694533591,2002.2191147519372,2002.4604205957967,0.2413058438594362
551,12 SPL A4 Path H 91A,0.258,12725.0,161.42,H 91A,,74.0,,H,91,-2.1762970234353487,25.55140579404682,73.83333333333333,73.83333333333333,2002.6499999999999,False,2002.5417746364083,2002.4039916473926,2002.6850559229717,0.28106427557918323
552,12 SPL A4 Path H 92A,0.22,11841.0,143.445,H 92A,,,,H,92,-1.8236014732657597,25.71276064870479,,74.0,2002.8166666666666,False,2002.7495877190663,2002.6069319305127,2002.8829805401047,0.2760486095919532
553,12 SPL A4 Path H 93A,0.246,12504.0,158.499,H 93A,,,,H,93,-1.9648788163374555,25.374633287935,,74.16666666666666,2002.9833333333333,False,2002.9535792143256,2002.8213382360848,2003.0688512232487,0.24751298716387282
554,12 SPL A4 Path H 94A,0.234,13363.0,163.714,H 94A,1.0,,75.0,H,94,-1.7304393101694036,25.234170010122323,74.33333333333333,74.33333333333333,2003.1499999999999,True,2003.1560703660548,2003.0802870119228,2003.2370832342176,0.15679622229481538
555,12 SPL A4 Path H 95A,0.224,11782.0,148.613,H 95A,,,,H,95,-1.7062047863211063,25.142202672930527,,74.58333333333333,2003.3999999999999,False,2003.3935347364363,2003.2699863470987,2003.5450699708945,0.2750836237958083
556,12 SPL A4 Path H 96A,0.242,13063.0,163.777,H 96A,,75.0,,H,96,-2.0518375901281134,25.408914664553773,74.83333333333333,74.83333333333333,2003.6499999999999,False,2003.6382085501182,2003.480361668551,2003.7921014231367,0.3117397545856875
557,12 SPL A4 Path H 97A,0.282,14788.0,182.358,H 97A,,,,H,97,-2.8708660680827993,25.538874082309174,,75.08333333333333,2003.8999999999999,False,2003.8845792460622,2003.7267960953511,2004.0059483599684,0.27915226461732345
558,12 SPL A4 Path H 98A,0.274,13168.0,166.894,H 98A,1.0,,76.0,H,98,-2.601656854498929,25.787696580072623,75.33333333333333,75.33333333333333,2004.1499999999999,True,2004.119698843162,2004.0466749314162,2004.1958523268054,0.14917739538918795
559,12 SPL A4 Path H 99A,0.236,12711.0,155.284,H 99A,,,,H,99,-2.7368517025753913,25.746793076881406,,75.5,2004.3166666666666,False,2004.2921419688996,2004.2000358997545,2004.4059859448716,0.20595004511710613
560,12 SPL A4 Path H 100A,0.234,12170.0,154.742,H 100A,,,,H,100,-2.012225561851907,25.49498221770015,,75.66666666666666,2004.4833333333333,False,2004.467027623782,2004.3578366954223,2004.5931379723697,0.23530127694743896
561,12 SPL A4 Path H 101A,0.266,15548.0,187.454,H 101A,,76.0,,H,101,-2.2881174603098375,25.23971597374405,75.83333333333333,75.83333333333333,2004.6499999999999,False,2004.6423701672857,2004.51943118648,2004.7707333083906,0.2513021219106122
562,12 SPL A4 Path H 102A,0.266,13696.0,173.432,H 102A,,,,H,102,-2.162816552229142,25.33173280659069,,76.0,2004.8166666666666,False,2004.8188888402005,2004.7011812277049,2004.9328428694091,0.23166164170424963
563,12 SPL A4 Path H 103A,0.256,14177.0,175.421,H 103A,,,,H,103,-2.7629255829847734,25.36852277981453,,76.16666666666666,2004.9833333333333,False,2004.993148137731,2004.8836590908236,2005.0914033585439,0.20774426772027255
564,12 SPL A4 Path H 104A,0.282,14884.0,187.473,H 104A,1.0,,77.0,H,104,-3.1162905853985583,25.38080750333398,76.33333333333333,76.33333333333333,2005.1499999999999,True,2005.167129818614,2005.091541502429,2005.2430419093632,0.1515004069342467
565,12 SPL A4 Path H 105A,0.222,11774.0,149.349,H 105A,,,,H,105,-2.661496012094689,25.68573651121955,,76.58333333333333,2005.3999999999999,False,2005.3651560466794,2005.2631046854963,2005.4886917910183,0.22558710552198136
566,12 SPL A4 Path H 106A,0.236,12225.0,152.722,H 106A,,77.0,,H,106,-2.419853219928141,25.453554354601234,76.83333333333333,76.83333333333333,2005.6499999999999,False,2005.5669721547558,2005.439581402513,2005.7010947031501,0.26151330063703426
567,12 SPL A4 Path H 107A,0.232,11706.0,148.191,H 107A,,,,H,107,-1.735390939635503,25.354027903786996,,77.0,2005.8166666666666,False,2005.768520060401,2005.6362564947995,2005.9015707819851,0.2653142871856744
568,12 SPL A4 Path H 108A,0.242,12944.0,160.738,H 108A,,,,H,108,-2.308160225805933,25.183950542589916,,77.16666666666666,2005.9833333333333,False,2005.971814669919,2005.8403016387172,2006.081892104536,0.24159046581894472
569,12 SPL A4 Path H 109A,0.246,12144.0,154.275,H 109A,1.0,,78.0,H,109,-2.4601165663019735,25.200643319725824,77.33333333333333,77.33333333333333,2006.1499999999999,True,2006.16896736414,2006.0951323474635,2006.246107959514,0.150975612050388
570,12 SPL A4 Path H 110A,0.24,12574.0,152.695,H 110A,,,,H,110,-2.570089335131533,25.22886025348704,,77.66666666666666,2006.4833333333333,False,2006.4692216370543,2006.3072596885,2006.6671219192888,0.35986223078884905
571,12 SPL A4 Path H 111A,0.282,14484.0,183.01,H 111A,,,,H,111,-2.434808349858864,25.392241489657405,,78.0,2006.8166666666666,False,2006.784169213538,2006.5705862456537,2006.948249796705,0.3776635510514552
572,12 SPL A4 Path H 112A,0.234,12889.0,160.079,H 112A,1.0,,79.0,H,112,-2.779112575566499,25.55468671888975,78.33333333333333,78.33333333333333,2007.1499999999999,True,2007.0859187453175,2007.014851863926,2007.1566365088995,0.1417846449735407
573,12 SPL A4 Path H 113A,0.244,12325.0,155.769,H 113A,,,79.1,H,113,-3.0280110412660783,25.598793228021737,78.43333333333332,78.43333333333332,2007.25,False,2007.244885686132,2007.1723248193225,2007.3228904030757,0.15056558375317763
