,index,Name,Mass,Amp 44,Area 44,sample,age1,age2,age_end,path_name,path_num,age_lin,age_absolute,d13c,d18o,age_warped,age_warped_dt,d18o_ma,d13c_ma,age_warped_ma,age_wraped_month
107,107,12 SPL A M 27A,0.272,13434.0,156.359,M 27A,1.0,11.0,,M,27,11.3333333333333,1947.049,-1.099517009136751,25.57612550867846,1949.869598050285,1949-11-14 09:40:44.113789301,25.573886803843493,-1.191025216301212,1949.9214499021366,11
108,108,12 SPL A M 28A,0.312,15624.0,191.647,M 28A,,,,M,28,11.5555555555555,1947.271222222222,-1.270047978209812,25.56497999658956,1950.091820272507,1950-02-03 12:20:44.113780538,25.47547106202519,-1.2494945259082788,1950.091820272507,2
109,109,12 SPL A M 29A,0.256,13734.0,161.734,M 29A,,,,M,29,11.7777777777777,1947.493444444444,-1.378918590378273,25.28530768080754,1950.314042494729,1950-04-25 15:00:44.113771774,25.330251547668166,-1.321655291354154,1950.314042494729,4
110,110,12 SPL A M 30A,0.336,18846.0,228.25,M 30A,,,11.0,M,30,12.0,1947.715666666667,-1.315999305474377,25.14046696560739,1950.536264716951,1950-07-15 17:40:44.113770179,25.51835112658286,-1.2578412263004175,1950.5177461984329,7
111,111,12 SPL A M 31A,0.264,14443.0,174.705,M 31A,,,,M,31,12.1666666666666,1947.882333333333,-1.078605783048602,26.12927873333365,1950.702931383618,1950-09-14 13:40:44.113779742,25.592820101864508,-1.254003146751111,1950.702931383618,9
112,112,12 SPL A M 32A,0.304,17302.0,210.175,M 32A,1.0,12.0,,M,32,12.3333333333333,1948.049,-1.367404351730354,25.50871460665249,1950.869598050285,1950-11-14 09:40:44.113789301,25.773022371460467,-1.26054089485344,1950.8881165688035,11
113,113,12 SPL A M 33A,0.262,13933.0,169.184,M 33A,,,,M,33,12.5555555555555,1948.271222222222,-1.335612549781364,25.68107377439526,1951.091820272507,1951-02-03 12:20:44.113780538,25.573492854538216,-1.4043555191231698,1951.091820272507,2
114,114,12 SPL A M 34A,0.27,14756.0,178.017,M 34A,,,,M,34,12.7777777777777,1948.493444444444,-1.510049655857791,25.5306901825669,1951.314042494729,1951-04-25 15:00:44.113771774,25.6729357969915,-1.4170895139503223,1951.314042494729,4
115,115,12 SPL A M 35A,0.236,12838.0,156.954,M 35A,,,12.0,M,35,13.0,1948.715666666667,-1.405606336211812,25.80704343401234,1951.536264716951,1951-07-15 17:40:44.113770179,25.679290805949986,-1.3275080300520594,1951.589968420655,7
116,116,12 SPL A M 36A,0.234,13139.0,155.351,M 36A,1.0,13.05,,M,36,13.3833333333333,1949.099,-1.066868098086575,25.70013880127071,1951.919598050285,1951-12-02 15:40:44.113787867,25.662475062343933,-1.2927045508601405,1951.8418202725072,12
117,117,12 SPL A M 37A,0.26,13040.0,159.372,M 37A,,13.2,,M,37,13.5333333333333,1949.249,-1.405639218282034,25.48024295174875,1952.069598050285,1952-01-26 11:20:57.385335368,25.502375272141865,-1.3017655847183016,1952.0973758280627,1
118,118,12 SPL A M 38A,0.24,12966.0,151.839,M 38A,,,,M,38,13.7666666666666,1949.482333333333,-1.432789437786295,25.32674406340614,1952.302931383618,1952-04-20 20:56:57.385321466,25.491832573193985,-1.309090698207745,1952.302931383618,4
119,119,12 SPL A M 39A,0.242,11963.0,145.828,M 39A,,,13.0,M,39,14.0,1949.715666666667,-1.088843438554905,25.66851070442707,1952.536264716951,1952-07-15 06:32:57.385314755,25.493704036959524,-1.2118707093969232,1952.4862647169514,7
120,120,12 SPL A M 40A,0.28,14578.0,174.15,M 40A,,,,M,40,14.0833333333333,1949.799,-1.113979251849569,25.48585734304536,1952.619598050285,1952-08-14 18:32:57.385333929,25.587841831910648,-1.296495077877126,1952.6195980502846,8
121,121,12 SPL A4 M 41A,0.192,7707.0,94.251,M 41A,,,,M,41,14.1666666666666,1949.882333333333,-1.686662543226904,25.60915744825951,1952.702931383618,1952-09-14 06:32:57.385324344,25.470998293015143,-1.355897127924082,1952.702931383618,9
122,122,12 SPL A4 M 42A,0.332,18299.0,219.701,M 42A,,,,M,42,14.25,1949.965666666667,-1.267049588695773,25.31798008774056,1952.786264716951,1952-10-14 18:32:57.385314755,25.503490443797656,-1.4461051923173744,1952.7862647169513,10
123,123,12 SPL A4 M 43A,0.288,14854.0,178.933,M 43A,1.0,14.0,,M,43,14.3333333333333,1950.049,-1.384603445029446,25.5833337953929,1952.869598050285,1952-11-14 06:32:57.385333929,25.524092219666425,-1.442399804568364,1952.915894346581,11
124,124,12 SPL A4 M 44A,0.238,13056.0,158.81,M 44A,,,,M,44,14.5555555555555,1950.271222222222,-1.675546379979872,25.67096277586581,1953.091820272507,1953-02-03 12:20:44.113780538,25.700929707786184,-1.6633366096650575,1953.091820272507,2
125,125,12 SPL A4 M 45A,0.246,14390.0,170.992,M 45A,,,,M,45,14.7777777777777,1950.493444444444,-1.929860003985854,25.84849255209984,1953.314042494729,1953-04-25 15:00:44.113771774,25.79588518643455,-1.8530053314470958,1953.314042494729,4
126,126,12 SPL A4 M 46A,0.218,11097.0,136.036,M 46A,,,14.0,M,46,15.0,1950.715666666667,-1.953609610375561,25.868200231338,1953.536264716951,1953-07-15 17:40:44.113770179,25.87017390556569,-1.785097280024725,1953.4807091613957,7
127,127,12 SPL A4 M 47A,0.258,13967.0,163.362,M 47A,,,,M,47,15.0555555555555,1950.771222222222,-1.47182222571276,25.89382893325922,1953.591820272507,1953-08-05 00:20:44.113780539,25.871517662919583,-1.4829903089055438,1953.5918202725068,8
128,128,12 SPL A4 M 48A,0.236,12365.0,150.749,M 48A,,,,M,48,15.1111111111111,1950.826777777778,-1.02353909062831,25.85252382416153,1953.647375828062,1953-08-25 07:00:44.113762215,25.842812850603774,-1.3174611074156437,1953.6473758280624,8
129,129,12 SPL A4 M 49A,0.268,14980.0,178.816,M 49A,,,,M,49,15.1666666666666,1950.882333333333,-1.457022005905861,25.78208579439057,1953.702931383618,1953-09-14 13:40:44.113779742,25.666440371104176,-1.3238189484373584,1953.702931383618,9
130,130,12 SPL A4 M 50A,0.29,14323.0,175.083,M 50A,,,,M,50,15.2222222222222,1950.937888888889,-1.490895748777904,25.36471149476042,1953.758486939174,1953-10-04 20:20:44.113790099,25.5543135348137,-1.4600007673533675,1953.7584869391737,10
131,131,12 SPL A4 M 51A,0.208,9904.0,120.435,M 51A,,,,M,51,15.2777777777777,1950.993444444444,-1.432084547376337,25.51614331529011,1953.814042494729,1953-10-25 03:00:44.113771774,25.482014817460115,-1.3394661429227748,1953.8140424947294,10
132,132,12 SPL A4 M 52A,0.22,11439.0,137.256,M 52A,1.0,15.0,,M,52,15.3333333333333,1951.049,-1.095418132614083,25.56518964232982,1953.869598050285,1953-11-14 09:40:44.113789301,25.498049451080618,-1.3166996598449041,1953.9251536058403,11
133,133,12 SPL A4 M 53A,0.214,10498.0,128.717,M 53A,,,,M,53,15.5555555555555,1951.271222222222,-1.422596299544292,25.41281539562192,1954.091820272507,1954-02-03 12:20:44.113780538,25.50564274142087,-1.4961945847872709,1954.091820272507,2
134,134,12 SPL A4 M 54A,0.236,12061.0,143.014,M 54A,,,,M,54,15.7777777777777,1951.493444444444,-1.970569322203437,25.53892318631087,1954.314042494729,1954-04-25 15:00:44.113771774,25.549564177108937,-1.7162193761568088,1954.314042494729,4
135,135,12 SPL A4 M 55A,0.296,14713.0,179.621,M 55A,,,15.0,M,55,16.0,1951.715666666667,-1.755492506722697,25.69695394939403,1954.536264716951,1954-07-15 17:40:44.113770179,25.702739126862227,-1.7153867009631885,1954.5177461984329,7
136,136,12 SPL A4 M 56A,0.254,16576.0,193.279,M 56A,,,,M,56,16.1666666666666,1951.882333333333,-1.420098273963431,25.87234024488178,1954.702931383618,1954-09-14 13:40:44.113779742,25.8115259995523,-1.389192652238222,1954.702931383618,9
137,137,12 SPL A4 M 57A,0.328,17011.0,207.022,M 57A,1.0,16.0,,M,57,16.3333333333333,1952.049,-0.9919871760285384,25.86528380438108,1954.869598050285,1954-11-14 09:40:44.113789301,25.875182218211293,-1.1897703158861483,1954.8616615423482,11
138,138,12 SPL A4 M 58A,0.23,11487.0,134.107,M 58A,,,,M,58,16.4761904761904,1952.191857142857,-1.157225497666475,25.88792260537102,1955.012455193142,1955-01-05 13:06:26.970923964,25.868791288643106,-1.051103641079967,1955.012455193142,1
139,139,12 SPL A4 M 59A,0.262,12939.0,157.7,M 59A,,,,M,59,16.6190476190476,1952.334714285714,-1.004098249544887,25.85316745617721,1955.155312335999,1955-02-26 16:32:09.828065797,25.861405684737136,-1.105579838969474,1955.155312335999,2
140,140,12 SPL A4 M 60A,0.196,10519.0,124.402,M 60A,,,,M,60,16.7619047619047,1952.477571428571,-1.15541576969706,25.84312699266318,1955.298169478856,1955-04-19 19:57:52.685200458,25.817305299102546,-1.3389180746938756,1955.298169478856,4
141,141,12 SPL A4 M 61A,0.26,12752.0,155.168,M 61A,,,,M,61,16.9047619047619,1952.620428571429,-1.85724020483968,25.75562144846725,1955.441026621713,1955-06-10 23:23:35.542342292,25.778199184420686,-1.5464537161899135,1955.4410266217128,6
142,142,12 SPL A4 M 62A,0.268,14568.0,172.862,M 62A,,,,M,62,17.047619047619,1952.763285714286,-1.626705174033,25.73584911213163,1955.58388376457,1955-08-02 02:49:18.399476953,25.722525178339733,-1.6590149444696864,1955.58388376457,8
143,143,12 SPL A4 M 63A,0.296,14249.0,172.872,M 63A,,,,M,63,17.1904761904761,1952.906142857143,-1.493099454536379,25.67610497442032,1955.726740907427,1955-09-23 06:15:01.256618787,25.6845894224322,-1.5728207522318873,1955.7267409074273,9
144,144,12 SPL A4 M 64A,0.224,12155.0,146.537,M 64A,1.0,17.0,,M,64,17.3333333333333,1953.049,-1.598657628126283,25.64181418074466,1955.869598050285,1955-11-14 09:40:44.113789301,25.646185392394546,-1.5104860768113368,1955.89605307674,11
145,145,12 SPL A4 M 65A,0.254,13171.0,157.113,M 65A,,,,M,65,17.5555555555555,1953.271222222222,-1.439701147771348,25.62063702201866,1956.091820272507,1956-02-03 14:32:57.385325142,25.6851347625977,-1.343926368103281,1956.091820272507,2
146,146,12 SPL A4 M 66A,0.264,12921.0,157.87,M 66A,,,,M,66,17.7777777777777,1953.493444444444,-0.9934203284122121,25.79295308502977,1956.314042494729,1956-04-24 22:32:57.385316353,25.733553458620605,-1.1533154316772827,1956.314042494729,4
147,147,12 SPL A4 M 67A,0.3,17546.0,204.586,M 67A,,,17.0,M,67,18.0,1953.715666666667,-1.026824818848288,25.78707026881338,1956.536264716951,1956-07-15 06:32:57.385314755,25.787117292156992,-1.0583852827863172,1956.489968420655,7
148,148,12 SPL A4 M 68A,0.302,15900.0,194.023,M 68A,,,,M,68,18.0833333333333,1953.799,-1.154910701098451,25.78132852262783,1956.619598050285,1956-08-14 18:32:57.385333929,25.71909900527604,-1.0523702921501166,1956.6195980502846,8
149,149,12 SPL A4 M 69A,0.24,13438.0,156.616,M 69A,,,,M,69,18.1666666666666,1953.882333333333,-0.9753753565036108,25.58889822438691,1956.702931383618,1956-09-14 06:32:57.385324344,25.700705367251032,-1.1576434709354964,1956.702931383618,9
150,150,12 SPL A4 M 70A,0.244,13732.0,167.355,M 70A,,,,M,70,18.25,1953.965666666667,-1.342644355204427,25.73188935473835,1956.786264716951,1956-10-14 18:32:57.385314755,25.635624080039815,-1.2579252526367846,1956.7862647169513,10
151,151,12 SPL A4 M 71A,0.222,14453.0,171.619,M 71A,1.0,18.0,,M,71,18.3333333333333,1954.049,-1.455756046202316,25.58608466099417,1956.869598050285,1956-11-14 06:32:57.385333929,25.636647817416357,-1.5633627053166463,1956.952931383618,11
152,152,12 SPL A4 M 72A,0.234,13501.0,164.224,M 72A,,,,M,72,18.6666666666666,1954.382333333333,-1.891687714543196,25.59196943651654,1957.202931383618,1957-03-16 01:40:44.113779741,25.63149386302594,-1.7087808110937992,1957.202931383618,3
153,153,12 SPL A4 M 73A,0.24,14197.0,170.843,M 73A,,,18.0,M,73,19.0,1954.715666666667,-1.778898672535885,25.71642749156712,1957.536264716951,1957-07-15 17:40:44.113770179,25.67803685012035,-1.6740538037933967,1957.4473758280626,7
154,154,12 SPL A4 M 74A,0.248,13605.0,165.108,M 74A,,,,M,74,19.0666666666666,1954.782333333333,-1.351575024301108,25.72571362227739,1957.602931383618,1957-08-09 01:40:44.113775440,25.770485070211436,-1.4803905849833958,1957.602931383618,8
155,155,12 SPL A4 M 75A,0.25,13202.0,159.082,M 75A,,,,M,75,19.1333333333333,1954.849,-1.310698058113194,25.8693140967898,1957.669598050285,1957-09-02 09:40:44.113787867,25.715118675169936,-1.3363606927606135,1957.6695980502845,9
156,156,12 SPL A4 M 76A,0.274,15074.0,181.237,M 76A,,,,M,76,19.2,1954.915666666667,-1.346808995867538,25.55032830644263,1957.736264716951,1957-09-26 17:40:44.113764443,25.65667747593785,-1.4462776967165383,1957.7362647169514,9
157,157,12 SPL A4 M 77A,0.274,16296.0,200.575,M 77A,,,,M,77,19.2666666666666,1954.982333333333,-1.681326036168883,25.55039002458112,1957.802931383618,1957-10-21 01:40:44.113776874,25.509055199342672,-1.4955028303428015,1957.802931383618,10
158,158,12 SPL A4 M 78A,0.268,14672.0,172.145,M 78A,1.0,19.0,,M,78,19.3333333333333,1955.049,-1.458373458991983,25.42644726700427,1957.869598050285,1957-11-14 09:40:44.113789301,25.479595401121106,-1.4268006347680708,1957.891820272507,11
159,159,12 SPL A4 M 79A,0.246,15964.0,194.686,M 79A,,,,M,79,19.4666666666666,1955.182333333333,-1.140702409143346,25.46194891177793,1958.002931383618,1958-01-02 01:40:44.113778307,25.534069658837975,-1.4103242893724577,1958.0029313836178,1
160,160,12 SPL A4 M 80A,0.22,13396.0,156.249,M 80A,,,,M,80,19.5999999999999,1955.315666666667,-1.631896999982044,25.71381279773172,1958.136264716951,1958-02-19 17:40:44.113767312,25.661044115873764,-1.4442131748594036,1958.136264716951,2
161,161,12 SPL A4 M 81A,0.252,13556.0,165.618,M 81A,,,,M,81,19.7333333333333,1955.449,-1.56004011545282,25.80737063811164,1958.269598050285,1958-04-09 09:40:44.113784999,25.800997015746304,-1.5634707945833763,1958.2695980502847,4
162,162,12 SPL A4 M 82A,0.292,17837.0,208.52,M 82A,,,,M,82,19.8666666666666,1955.582333333333,-1.498475268315265,25.88180761139555,1958.402931383618,1958-05-28 01:40:44.113774005,25.831985725737237,-1.4343954486837351,1958.4029313836181,5
163,163,12 SPL A4 M 83A,0.296,15663.0,190.754,M 83A,,,19.0,M,83,20.0,1955.715666666667,-1.24467096228312,25.80677892770452,1958.536264716951,1958-07-15 17:40:44.113770179,25.890611752833802,-1.3441709095301315,1958.5288573095438,7
164,164,12 SPL A4 M 84A,0.224,12074.0,140.77,M 84A,,,,M,84,20.1111111111111,1955.826777777778,-1.289366497992009,25.98324871940133,1958.647375828062,1958-08-25 07:00:44.113762215,25.893929184415384,-1.2059165590219332,1958.6473758280624,8
165,165,12 SPL A4 M 85A,0.238,13410.0,163.562,M 85A,,,,M,85,20.2222222222222,1955.937888888889,-1.08371221679067,25.89175990614031,1958.758486939174,1958-10-04 20:20:44.113790099,25.912689212659373,-1.174156357585556,1958.7584869391737,10
166,166,12 SPL A4 M 86A,0.228,12554.0,148.184,M 86A,1.0,20.0,,M,86,20.3333333333333,1956.049,-1.149390357973989,25.86305901243647,1958.869598050285,1958-11-14 09:40:44.113789301,25.850775470121974,-1.2449780470937932,1958.8770054576926,11
167,167,12 SPL A4 M 87A,0.26,13628.0,162.462,M 87A,,,,M,87,20.4666666666666,1956.182333333333,-1.50183156651672,25.79750749178914,1959.002931383618,1959-01-02 01:40:44.113778307,25.855809253745377,-1.4085208174276849,1959.0029313836183,1
168,168,12 SPL A4 M 88A,0.232,11020.0,135.225,M 88A,,,,M,88,20.5999999999999,1956.315666666667,-1.574340527792345,25.90686125701053,1959.136264716951,1959-02-19 17:40:44.113767312,25.85759712045561,-1.6421558517766897,1959.1362647169515,2
169,169,12 SPL A4 M 89A,0.244,13176.0,153.761,M 89A,,,,M,89,20.7333333333333,1956.449,-1.850295461021004,25.86842261256715,1959.269598050285,1959-04-09 09:40:44.113784999,25.94228910125878,-1.612971041530496,1959.2695980502847,4
170,170,12 SPL A4 M 90A,0.252,11888.0,145.329,M 90A,,,,M,90,20.8666666666666,1956.582333333333,-1.414277135778139,26.05158343419866,1959.402931383618,1959-05-28 01:40:44.113774005,25.907571178878666,-1.6048591697075423,1959.4029313836181,5
171,171,12 SPL A4 M 91A,0.206,11868.0,138.542,M 91A,,,20.0,M,91,21.0,1956.715666666667,-1.550004912323483,25.80270748987018,1959.536264716951,1959-07-15 17:40:44.113770179,25.85957699915225,-1.4065297153314453,1959.519598050285,7
172,172,12 SPL A4 M 92A,0.216,13200.0,160.79,M 92A,,,,M,92,21.0833333333333,1956.799,-1.255307097892713,25.72444007338791,1959.619598050285,1959-08-15 03:40:44.113789301,25.71273126082866,-1.2245144387256663,1959.6195980502846,8
173,173,12 SPL A4 M 93A,0.224,13331.0,158.357,M 93A,,,,M,93,21.1666666666666,1956.882333333333,-0.8682313059608029,25.6110462192279,1959.702931383618,1959-09-14 13:40:44.113779742,25.610843757609576,-1.1797452471794803,1959.702931383618,9
174,174,12 SPL A4 M 94A,0.228,13985.0,170.056,M 94A,,,,M,94,21.25,1956.965666666667,-1.415697337684925,25.49704498021292,1959.786264716951,1959-10-14 23:40:44.113770179,25.32990507706003,-1.374946959036066,1959.7862647169513,10
175,175,12 SPL A4 M 95A,0.258,16513.0,198.361,M 95A,1.0,21.0,,M,95,21.3333333333333,1957.049,-1.840912233462469,24.88162403173926,1959.869598050285,1959-11-14 09:40:44.113789301,25.29402006141555,-1.5661292172165204,1959.915894346581,11
176,176,12 SPL A4 M 96A,0.216,13259.0,160.361,M 96A,,,,M,96,21.5555555555555,1957.271222222222,-1.441778080502167,25.50339117229447,1960.091820272507,1960-02-03 14:32:57.385325142,25.35521963692185,-1.675571134276839,1960.091820272507,2
177,177,12 SPL A4 M 97A,0.246,11914.0,144.763,M 97A,,,,M,97,21.7777777777777,1957.493444444444,-1.74402308886588,25.68064370673181,1960.314042494729,1960-04-24 22:32:57.385316353,25.646769592128717,-1.6160915837197596,1960.314042494729,4
178,178,12 SPL A4 M 98A,0.26,14795.0,178.043,M 98A,,,21.0,M,98,22.0,1957.715666666667,-1.662473581791232,25.75627389735986,1960.536264716951,1960-07-15 06:32:57.385314755,25.726738665857912,-1.5793056023576593,1960.499227679914,7
179,179,12 SPL A4 M 99A,0.226,12760.0,153.702,M 99A,,,,M,99,22.1111111111111,1957.826777777778,-1.331420136415865,25.74329839348207,1960.647375828062,1960-08-24 22:32:57.385306768,25.642902248667667,-1.3866829577380821,1960.6473758280624,8
180,180,12 SPL A4 M 100A,0.224,16719.0,204.567,M 100A,,,,M,100,22.2222222222222,1957.937888888889,-1.166155155007149,25.42913445516108,1960.758486939174,1960-10-04 14:32:57.385334730,25.564099288549837,-1.3537141125759469,1960.7584869391737,10
181,181,12 SPL A4 M 101A,0.246,12856.0,151.782,M 101A,1.0,22.0,,M,101,22.3333333333333,1958.049,-1.563567046304826,25.51986501700636,1960.869598050285,1960-11-14 06:32:57.385333929,25.514134700105704,-1.4342243944681805,1960.8850777814907,11
182,182,12 SPL A4 M 102A,0.216,11583.0,141.779,M 102A,,,,M,102,22.4666666666666,1958.182333333333,-1.572950982092566,25.59340462814967,1961.027148355013,1961-01-10 21:49:10.523688982,25.50998848209296,-1.6583246907966274,1961.0268100228816,1
183,183,12 SPL A4 M 103A,0.202,12629.0,149.399,M 103A,,,,M,103,22.5999999999999,1958.315666666667,-1.83845604399249,25.41669580112285,1961.183683663347,1961-03-09 01:04:08.007310454,25.55326791852033,-1.7681320878518125,1961.1833503878977,3
184,184,12 SPL A4 M 104A,0.222,16202.0,197.065,M 104A,,,,M,104,22.7333333333333,1958.449,-1.892989237470381,25.64970332628847,1961.339219145333,1961-05-04 19:33:34.967218036,25.66703469391926,-1.8649173925569003,1961.338890926565,5
185,185,12 SPL A4 M 105A,0.218,14167.0,164.414,M 105A,,,,M,105,22.8666666666666,1958.582333333333,-1.863306896207829,25.93470495434645,1961.493769971015,1961-06-30 05:25:29.805925857,25.82513860442582,-1.627114024635359,1961.4934468089295,6
186,186,12 SPL A4 M 106A,0.206,11203.0,136.847,M 106A,,,22.0,M,106,23.0,1958.715666666667,-1.125045940227867,25.89100753264254,1961.647351310441,1961-08-25 06:47:50.926069941,25.818629463396604,-1.3541680706336108,1961.6327562810482,8
187,187,12 SPL A4 M 107A,0.266,15948.0,185.225,M 107A,,,,M,107,23.0958333333333,1958.8115,-1.074151375465136,25.63017590320083,1961.757147561689,1961-10-04 08:36:45.505422818,25.653031860603974,-1.0551159281510492,1961.7569851055239,10
188,188,12 SPL A4 M 108A,0.248,12735.0,155.089,M 108A,,,,M,108,23.1916666666666,1958.907333333333,-0.9661504687601441,25.43791214596855,1961.866456444441,1961-11-13 06:09:30.431889106,25.455024071329138,-1.1099570664322194,1961.866295865859,11
189,189,12 SPL A4 M 109A,0.22,15479.0,183.916,M 109A,,,,M,109,23.2875,1959.003166666667,-1.289569355071378,25.29698416481805,1961.975283591447,1961-12-22 23:29:03.339869313,25.397571015414893,-1.2226837842695097,1961.9751248904483,12
190,190,12 SPL A4 M 110A,0.212,13634.0,165.414,M 110A,1.0,23.05,,M,110,23.3833333333333,1959.099,-1.412331528977007,25.45781673545807,1962.083634635457,1962-01-31 12:38:21.863771136,25.425571603407434,-1.3423862921644325,1962.1965950111914,1
191,191,SPL A4 Path L 1A,0.25,17347.0,207.555,L 1A,,23.45,,L,1,23.7833333333333,1959.499,-1.325257992444912,25.52191390994619,1962.53086680667,1962-07-13 18:23:35.615145728,25.562695523193813,-1.4548534384253344,1962.401774414058,7
192,192,SPL A4 Path L 2A,0.236,10376.0,125.018,L 2A,,,,L,2,23.8375,1959.553166666667,-1.626970793854084,25.70835592417718,1962.590821800047,1962-08-04 15:35:56.286282957,25.68552212501255,-1.492362774176117,1962.5907745422473,8
193,193,SPL A4 Path L 3A,0.234,11493.0,144.091,L 3A,,,,L,3,23.8916666666666,1959.607333333333,-1.524859536229354,25.82629654091427,1962.650635020025,1962-08-26 11:33:45.991508167,25.74033345500766,-1.421694707750009,1962.6505881012602,8
194,194,SPL A4 Path L 4A,0.208,10958.0,131.145,L 4A,,,,L,4,23.9458333333333,1959.6615,-1.113253793166589,25.68634789993154,1962.710307483709,1962-09-17 06:17:36.806243949,25.726856775066,-1.2811713786176344,1962.7102609039814,9
195,195,SPL A4 Path L 5A,0.262,13659.0,169.87,L 5A,,,23.0,L,5,24.0,1959.715666666667,-1.20540080645696,25.6679258843522,1962.76984020821,1962-10-08 23:48:00.806113660,25.654810117114305,-1.2121225898561647,1962.810766613139,10
196,196,SPL A4 Path L 6A,0.26,13252.0,164.116,L 6A,,,,L,6,24.1666666666666,1959.882333333333,-1.317713169944945,25.61015656705917,1962.952152147498,1962-12-14 12:51:10.123498648,25.585751383919813,-1.2995402847874185,1962.9517242421289,12
197,197,SPL A4 Path L 7A,0.212,10750.0,130.961,L 7A,1.0,24.0,,L,7,24.3333333333333,1960.049,-1.37550687796035,25.47917170034806,1963.133180370678,1963-02-18 14:39:36.169702015,25.57492649759512,-1.3731624033559975,1963.152646057327,2
198,198,SPL A4 Path L 8A,0.218,13387.0,167.726,L 8A,,,,L,8,24.5555555555555,1960.271222222222,-1.426267162162697,25.63545122537813,1963.372605653806,1963-05-17 00:01:31.898425275,25.639708997367254,-1.528883589706341,1963.3718859016371,5
199,199,SPL A4 Path L 9A,0.236,13471.0,160.97,L 9A,,,,L,9,24.7777777777777,1960.493444444444,-1.784876728995975,25.80450406637558,1963.609871680428,1963-08-11 14:28:33.313973829,25.763164925703226,-1.4701751618590875,1963.6091753388246,8
200,200,SPL A4 Path L 10A,0.262,13377.0,166.586,L 10A,,,24.0,L,10,25.0,1960.715666666667,-1.19938159441859,25.84953948535598,1963.84504868224,1963-11-05 10:37:35.243123043,25.84114103010744,-1.4784705340679605,1963.7900417617502,11
201,201,SPL A4 Path L 11A,0.224,12207.0,148.348,L 11A,,,,L,11,25.0666666666666,1960.782333333333,-1.451153278789316,25.86937953859076,1963.915204922583,1963-12-01 01:11:42.438574839,25.796232679009837,-1.3312639052218864,1963.915144990875,12
202,202,SPL A4 Path L 12A,0.24,12553.0,151.3,L 12A,,,,L,12,25.1333333333333,1960.849,-1.343256842457753,25.66977901308277,1963.985181367802,1963-12-26 14:11:19.615002058,25.75311625117047,-1.3004309312726905,1963.9851220681787,12
203,203,SPL A4 Path L 13A,0.224,11538.0,144.636,L 13A,,,,L,13,25.2,1960.915666666667,-1.106882672571002,25.72019020183788,1964.054979914152,1964-01-21 02:56:36.837280197,25.659526431188343,-1.2142771038711737,1964.054921246614,1
204,204,SPL A4 Path L 14A,0.21,10964.0,131.734,L 14A,,,,L,14,25.2666666666666,1960.982333333333,-1.192691796584766,25.58861007864438,1964.124602457888,1964-02-15 14:30:28.764315323,25.659267305846196,-1.1950374159356694,1964.1245444224357,2
205,205,SPL A4 Path L 15A,0.224,10391.0,129.75,L 15A,1.0,25.0,,L,15,25.3333333333333,1961.049,-1.28553777865124,25.66900163705633,1964.194050895267,1964-03-12 00:32:35.030493790,25.68574682227651,-1.2987381541457095,1964.2858004029683,3
206,206,SPL A4 Path L 16A,0.226,11349.0,139.779,L 16A,,,,L,16,25.6666666666666,1961.382333333333,-1.417984887201122,25.79962875112882,1964.53874785575,1964-07-16 04:21:40.193668451,25.7354345224319,-1.2565315171754285,1964.5373917822237,7
207,207,SPL A4 Path L 17A,0.214,9281.0,113.609,L 17A,,,25.0,L,17,26.0,1961.715666666667,-1.066071885673923,25.73767317911055,1964.879376595654,1964-11-17 20:26:38.458412014,25.862584899564528,-0.9637930910246317,1964.8221213022614,11
208,208,SPL A4 Path L 18A,0.212,11286.0,141.645,L 18A,,,,L,18,26.1666666666666,1961.882333333333,-0.4073225001988497,26.05045276845421,1965.04823945538,1965-01-18 14:34:39.464866791,25.88252757175701,-0.6153132517402863,1965.0479300659945,1
209,209,SPL A4 Path L 19A,0.205,12543.0,150.07,L 19A,1.0,26.0,,L,19,26.3333333333333,1962.049,-0.3725453693480854,25.85945676770627,1965.216174146949,1965-03-20 21:41:07.898184146,25.837114940789448,-0.5680272396495609,1965.2158746338955,3
210,210,SPL A4 Path L 20A,0.214,13398.0,166.859,L 20A,,,,L,20,26.5,1962.215666666667,-0.9242138494017471,25.60143528620786,1965.383210299357,1965-05-20 20:55:20.000521110,25.78912269874566,-0.888752665149052,1965.3829206626353,5
211,211,SPL A4 Path L 21A,0.219,14290.0,174.071,L 21A,,,,L,21,26.6666666666666,1962.382333333333,-1.369498776697323,25.90647604232285,1965.5493775416,1965-07-20 12:32:50.151899230,25.735379969728285,-1.2146128513006194,1965.5490977812108,7
212,212,SPL A4 Path L 22A,0.221,18001.0,214.28,L 22A,,,,L,22,26.8333333333333,1962.549,-1.350125927802788,25.69822858065415,1965.714705502675,1965-09-18 20:49:12.732361566,25.78960203073287,-1.1743920465742361,1965.7144356186175,9
213,213,SPL A4 Path L 23A,0.219,15085.0,187.907,L 23A,,,26.0,L,23,27.0,1962.715666666667,-0.8035514352225968,25.76410146922162,1965.879223811577,1965-11-17 22:00:02.121893808,25.615209511231104,-1.051516534291906,1965.8607989410903,11
214,214,SPL A4 Path L 24A,0.245,21187.0,255.561,L 24A,,,,L,24,27.1111111111111,1962.826777777778,-1.000872239850333,25.38329848381755,1965.988467509018,1965-12-27 18:58:31.364389665,25.47265847343923,-0.9493061214144968,1965.9883548763498,12
